"CreatedById","CreatedDate","Description","DeveloperName","FolderName","Format","Id","IsDeleted","LastModifiedById","LastModifiedDate","LastReferencedDate","LastRunDate","LastViewedDate","Name","NamespacePrefix","OwnerId","ReportTypeApiName","SystemModstamp"
"0050b000004KSpWAAW","2019-06-25T02:57:41.000Z","Testing reporting Util","Copy_of_GC_Timecards_Report","Public Reports","Tabular","00O0b000005yNnHEAU","false","0050b000004KSpWAAW","2019-06-25T02:57:41.000Z","","2022-06-14T17:47:47.000Z","","Copy of GC Timecards Report","","00D0b000000GaMpEAK","","2022-06-14T17:47:47.000Z"
"0050b000004KQK2AAO","2019-06-25T04:07:25.000Z","","zheng_jin_Timecards_Report","Public Reports","Summary","00O0b000005yNnlEAE","false","0050b000004KQK2AAO","2019-06-27T07:50:21.000Z","","2020-06-22T00:55:47.000Z","","zheng jin Timecards Report","","00D0b000000GaMpEAK","","2020-06-22T00:55:47.000Z"
"0050b000004KJ6uAAG","2019-06-25T23:47:36.000Z","","Project_Count_by_Phase_and_Argentina","Public Reports","Summary","00O0b000005yNv6EAE","false","0050b000004KJ6uAAG","2019-06-25T23:47:36.000Z","","2019-06-25T23:53:33.000Z","","Project Count by Phase and Argentina","","00D0b000000GaMpEAK","","2019-06-25T23:53:33.000Z"
"0050b000004KJCcAAO","2019-07-09T07:05:10.000Z","","copy_of_EMEA_SORT_review_Emerging1","Public Reports","Tabular","00O0b000005yPsdEAE","false","0050b000004KJCcAAO","2020-09-01T13:39:41.000Z","","2021-09-21T16:10:26.000Z","","EMERGING MARKET SORT review","","00D0b000000GaMpEAK","Projects_with_Milestones_with_Orders__c","2021-09-21T16:10:26.000Z"
"0050b000004KUNqAAO","2019-07-01T13:44:02.000Z","","Fred_s_FEs","Public Reports","Tabular","00O0b000005yOj1EAE","false","0050b000004KUNqAAO","2019-07-08T13:12:32.000Z","","2021-05-12T12:55:16.000Z","","Fred's FEs","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2021-05-12T12:55:16.000Z"
"0050b000004K7hLAAS","2019-07-03T05:47:11.000Z","","Korea_Dispatch_Report1","Public Reports","Tabular","00O0b000005yP07EAE","false","0050b000004K7hLAAS","2019-07-03T05:47:11.000Z","","2020-02-06T05:09:20.000Z","","Korea Dispatch Report","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2020-02-06T05:09:20.000Z"
"0050b000004KTsmAAG","2019-07-31T20:14:08.000Z","NAMER (US/CA) active Data Projection projects (detailed order view).","NAMER_Data_Protection_WIP_v1","Public Reports","Summary","00O0b000005ySxREAU","false","0050b000004KTsmAAG","2019-08-02T20:59:59.000Z","","2020-04-14T13:10:41.000Z","","NAMER - Data Protection WIP v1","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2020-04-14T13:10:41.000Z"
"0050b000004KTsmAAG","2019-07-31T20:14:53.000Z","NAMER (US/CA) active Data Projection projects (simple view).","NAMER_Data_Protection_WIP_v2","Public Reports","Summary","00O0b000005ySxbEAE","false","0050b000004KTsmAAG","2019-09-16T19:55:22.000Z","","2020-03-16T17:35:53.000Z","","NAMER - Data Protection WIP v2","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2020-03-16T17:35:53.000Z"
"0050b000004KTsmAAG","2019-07-31T20:25:11.000Z","NAMER (US/CA) active Data Projection projects (combo view).","NAMER_Data_Protection_WIP_v3","Public Reports","Summary","00O0b000005ySxgEAE","false","0050b000004KTsmAAG","2019-08-02T16:38:07.000Z","","2020-02-06T20:15:50.000Z","","NAMER - Data Protection WIP v3","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2020-02-06T20:15:50.000Z"
"0050b000004KPGZAA4","2019-07-11T20:06:35.000Z","","Matts_Dashboard_report","Public Reports","Tabular","00O0b000005yQGQEA2","false","0050b000004KPGZAA4","2019-07-11T20:44:10.000Z","","2020-12-21T16:59:51.000Z","","Matts Dashboard report","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2020-12-21T16:59:51.000Z"
"0050b000004KTsmAAG","2019-07-16T15:17:56.000Z","All orders","Global_Orders","Public Reports","Tabular","00O0b000005yQufEAE","false","0050b000004KTsmAAG","2020-07-09T18:51:59.000Z","","2021-11-19T02:40:12.000Z","","Global Orders","","00D0b000000GaMpEAK","OrderList@Account.tz__DST_Setting__c","2021-11-19T02:40:12.000Z"
"0050b000004KRkCAAW","2019-07-16T20:57:21.000Z","","Team_Canada_Assignments","Public Reports","Tabular","00O0b000005yQx5EAE","false","0050b000004KRkCAAW","2021-04-23T01:42:33.000Z","","2022-04-08T18:50:53.000Z","","Team Canada Assignments","","00D0b000000GaMpEAK","","2022-04-08T18:50:53.000Z"
"0050b000004KRkCAAW","2019-07-16T23:14:48.000Z","","Team_USA_SE_Assignments","Public Reports","Tabular","00O0b000005yQyDEAU","false","0050b000004KRkCAAW","2019-07-16T23:19:13.000Z","","2020-10-29T14:36:54.000Z","","Team USA-SE Assignments","","00D0b000000GaMpEAK","","2020-10-29T14:36:54.000Z"
"0050b000004KSRBAA4","2019-07-17T21:13:25.000Z","","Upcoming_jobs_Brown","Public Reports","Tabular","00O0b000005yR6lEAE","false","0050b000004KSRBAA4","2019-07-17T21:13:25.000Z","","2019-10-11T15:41:01.000Z","","Upcoming jobs - Brown","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2019-10-11T15:41:01.000Z"
"0050b000004KVrDAAW","2019-07-22T22:56:33.000Z","","Projects_By_Phase_ACS","Public Reports","Summary","00O0b000005yRmSEAU","false","0050b000004KVrDAAW","2019-07-22T22:56:33.000Z","","2021-06-30T17:45:18.000Z","","Projects By Phase - ACS","","00D0b000000GaMpEAK","","2021-06-30T17:45:18.000Z"
"0050b000004KTsmAAG","2019-07-23T15:22:17.000Z","All SKU Mappings in FF","Readiness_IDS_SKU_Mappings_in_FF","Public Reports","Tabular","00O0b000005yRs6EAE","false","0050b000004KTsmAAG","2019-07-23T19:42:30.000Z","","2020-11-10T21:09:40.000Z","","Readiness IDS SKU Mappings in FF","","00D0b000000GaMpEAK","CustomEntity$SKU_Effort_Map__c","2020-11-10T21:09:40.000Z"
"0050b000004KTsmAAG","2019-04-03T15:45:43.000Z","Projects with Related PID not blank and WO/SA for non- Physical Installation tasks for DMT booked task migration (Test)","Migrated_Projects_Work_Orders_and_SAs","Public Reports","Tabular","00O0b000006KA7LEAW","false","0050b000004KTsmAAG","2019-04-11T07:27:03.000Z","","2021-11-17T08:10:19.000Z","","Migrated Projects - Work Orders and SAs","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order__c","2021-11-17T08:10:19.000Z"
"0050b000004KBpCAAW","2019-04-04T13:30:48.000Z","EMEA Heat Check Notes","EMEA_Heat_Check_Notes_Report","Public Reports","Tabular","00O0b000006iIC1EAM","false","0050b000004KBpCAAW","2019-09-17T16:13:09.000Z","","2022-05-10T16:11:09.000Z","","EMEA Heat Check Notes Report","","00D0b000000GaMpEAK","","2022-05-10T16:11:09.000Z"
"0050b000004KSRBAA4","2019-08-07T20:52:53.000Z","NAMER (US/CA) active Data Projection projects (detailed order view).","Brown_NAMER_Data_Protection_WIP_v1","Public Reports","Summary","00O0b000005yTvCEAU","false","0050b000004KSRBAA4","2019-08-08T16:54:07.000Z","","2022-06-17T15:17:43.000Z","","Brown- NAMER - Data Protection WIP v1","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2022-06-17T15:17:43.000Z"
"0050b000004KTsmAAG","2019-08-09T19:30:43.000Z","","Closed_Projects_with_Open_Milestones","Public Reports","Summary","00O0b000005yUC8EAM","false","0050b000004KTsmAAG","2020-06-26T19:22:34.000Z","","2022-02-08T04:45:05.000Z","","Closed Projects with Open Milestones","","00D0b000000GaMpEAK","Projects_with_Milestones_with_Orders__c","2022-02-08T04:45:05.000Z"
"0050b000004KTsmAAG","2019-04-05T15:04:54.000Z","Projects with Related PID not blank and WO/SA for non- Physical Installation tasks for DMT booked task migration","DMT_Migrated_Projects_WO_and_orders","Public Reports","MultiBlock","00O0b000006iILcEAM","false","0050b000004KTsmAAG","2019-04-05T15:04:54.000Z","","2022-03-04T11:50:05.000Z","","DMT Migrated Projects - WO and orders","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order__c","2022-03-04T11:50:05.000Z"
"0050b000004KTsmAAG","2021-09-28T20:47:37.000Z","Shows all outstanding milestone forecasts.  Modified Minchello version to all NE for dashboard.","NorthEast_PDM_1_1_Total_Forecast","Public Reports","Summary","00O2R000003JWloUAG","false","0050b000004KTsmAAG","2021-09-28T20:49:38.000Z","","2022-06-15T18:57:47.000Z","","NorthEast PDM 1:1 Total Forecast","","00D0b000000GaMpEAK","Projects_with_MilestoneOrder_and_Order_Product__c","2022-06-15T18:57:47.000Z"
"0050b000004KTsmAAG","2021-09-28T20:55:19.000Z","Shows milestones forecasted within current quarter.  Based on Minchello version for NE compliance dashboard.","NorthEast_PDM_1_1_Quarter_Forecast","Public Reports","Summary","00O2R000003JWltUAG","false","0050b000004KTsmAAG","2021-09-28T20:56:35.000Z","","2022-06-19T13:00:02.000Z","","NorthEast PDM 1:1 Quarter Forecast","","00D0b000000GaMpEAK","Projects_with_MilestoneOrder_and_Order_Product__c","2022-06-19T13:00:02.000Z"
"0050b000004KTsmAAG","2021-09-28T20:59:53.000Z","Shows unearned milestones forecasted within current quarter.  Modified from Minchello version for NE compliance dashboard.","NorthEast_PDM_1_1_Quarter_Forecast_To_Go","Public Reports","Summary","00O2R000003JWlyUAG","false","0050b000004KTsmAAG","2021-09-28T21:26:20.000Z","","2022-06-19T13:00:02.000Z","","NorthEast PDM 1:1 Quarter Forecast To Go","","00D0b000000GaMpEAK","Projects_with_MilestoneOrder_and_Order_Product__c","2022-06-19T13:00:02.000Z"
"0050b000004KTsmAAG","2019-05-17T05:19:58.000Z","Projects with Related PID not blank and WO/SA for non- Physical Installation tasks for DMT booked task migration (Test)","Migrated_Projects_Work_Orders_All","Public Reports","Tabular","00O0b000006iNo5EAE","false","0050b000004KTsmAAG","2019-05-17T05:20:41.000Z","","2021-07-14T11:30:22.000Z","","Migrated Projects - Work Orders (All)","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order__c","2021-07-14T11:30:22.000Z"
"0050b000004KTsmAAG","2019-05-30T16:45:53.000Z","","Project_and_Milestone_status_with_Orders","Public Reports","Tabular","00O0b000006iPqSEAU","false","0050b000004KTsmAAG","2019-06-06T16:34:13.000Z","","2020-12-22T12:51:23.000Z","","Project and Milestone status with Orders","","00D0b000000GaMpEAK","Projects_with_Milestones_with_Orders__c","2020-12-22T12:51:23.000Z"
"0050b000004KAjDAAW","2019-08-21T18:42:13.000Z","","Copy_of_Open_Milestone_with_Financials","Public Reports","Tabular","00O1P0000037IfuUAE","false","0050b000004KAjDAAW","2019-08-21T18:42:13.000Z","","2021-09-13T17:57:13.000Z","","Copy of Open Milestone with Financials","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2021-09-13T17:57:13.000Z"
"0050b000005JfILAA0","2019-09-26T15:29:19.000Z","","MX_MCLA_CE_Survey_Fields_Compliance1","Public Reports","Summary","00O1P0000037KNJUA2","false","0050b000005JfILAA0","2019-10-24T23:23:33.000Z","","2021-01-07T20:43:18.000Z","","MX/MCLA - CE Survey Fields Compliance","","00D0b000000GaMpEAK","","2021-01-07T20:43:18.000Z"
"0050b000004KX58AAG","2019-09-30T16:27:24.000Z","","Silva_Report","Public Reports","Tabular","00O1P0000037KYbUAM","false","0050b000004KX58AAG","2019-09-30T16:27:24.000Z","","2019-09-30T20:52:57.000Z","","Silva Report","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2019-09-30T20:52:57.000Z"
